start of data file.
siteName: jhf2
Probe serial Number: 1

Date    Meas#    T1(B)       T2       T3       T4    T5(T)        H
-------------------------------------------------------------------
22:40:51    1  001.540  001.596  001.560  001.648  001.781  000.000
22:40:53    2  001.539  001.595  001.560  001.648  001.781  000.000
22:40:55    3  001.539  001.594  001.560  001.648  001.781  000.000
22:40:57    4  001.538  001.594  001.559  001.648  001.781  000.000
22:40:59    5  001.538  001.594  001.560  001.648  001.781  000.000
22:41:01    6  001.538  001.594  001.559  001.648  001.781  000.000
22:41:03    7  001.538  001.594  001.560  001.648  001.781  000.000
22:41:05    8  001.538  001.594  001.560  001.648  001.781  000.000
22:41:07    9  001.538  001.594  001.560  001.648  001.782  000.000
22:41:09   10  001.538  001.594  001.560  001.648  001.782  000.000
22:41:11   11  001.538  001.594  001.560  001.648  001.781  000.000
22:41:13   12  001.538  001.594  001.560  001.648  001.781  000.000
22:41:15   13  001.538  001.594  001.560  001.648  001.782  000.000
22:41:17   14  001.538  001.594  001.560  001.648  001.782  000.000
22:41:19   15  001.538  001.594  001.560  001.648  001.782  000.000
22:41:21   16  001.538  001.594  001.560  001.648  001.782  000.000
22:41:23   17  001.538  001.594  001.560  001.648  001.782  000.000
22:41:25   18  001.538  001.594  001.560  001.648  001.782  000.000
22:41:27   19  001.538  001.594  001.560  001.648  001.782  000.000
22:41:29   20  001.538  001.594  001.560  001.648  001.782  000.000
22:41:31   21  001.538  001.594  001.560  001.648  001.782  000.000
22:41:33   22  001.538  001.594  001.560  001.648  001.782  000.000
22:41:35   23  001.538  001.594  001.560  001.648  001.782  000.000
22:41:37   24  001.539  001.594  001.560  001.649  001.782  000.000
22:41:39   25  001.539  001.594  001.560  001.648  001.782  000.000
22:41:41   26  001.538  001.594  001.560  001.648  001.781  000.000
22:41:43   27  001.538  001.594  001.560  001.648  001.781  000.000
22:41:45   28  001.538  001.594  001.560  001.648  001.781  000.000
22:41:47   29  001.539  001.594  001.560  001.648  001.782  000.000
22:41:49   30  001.538  001.594  001.560  001.648  001.781  000.000
22:41:51   31  001.540  001.596  001.561  001.651  001.784  000.000
22:41:53   32  001.544  001.595  001.561  001.649  001.783  000.000
22:41:55   33  001.549  001.595  001.561  001.649  001.784  000.000
22:41:57   34  001.559  001.595  001.561  001.651  001.781  000.000
22:41:59   35  001.593  001.596  001.560  001.651  001.786  000.000
22:42:01   36  001.632  001.603  001.560  001.650  001.787  000.000
22:42:03   37  001.680  001.624  001.566  001.648  001.783  000.000
22:42:05   38  001.719  001.655  001.580  001.652  001.788  000.000
22:42:07   39  001.743  001.681  001.594  001.658  001.792  000.000
22:42:09   40  001.764  001.708  001.612  001.665  001.793  000.000
22:42:11   41  001.779  001.730  001.629  001.673  001.794  000.000
22:42:13   42  001.787  001.744  001.641  001.678  001.795  000.000
22:42:15   43  001.795  001.758  001.653  001.685  001.796  000.000
22:42:17   44  001.801  001.769  001.663  001.690  001.797  000.000
22:42:19   45  001.803  001.776  001.670  001.695  001.797  000.000
22:42:21   46  001.806  001.782  001.677  001.699  001.798  000.000
22:42:23   47  001.808  001.788  001.684  001.704  001.799  000.000
22:42:25   48  001.809  001.792  001.687  001.706  001.800  000.000
22:42:27   49  001.809  001.795  001.690  001.709  001.801  000.000
22:42:29   50  001.810  001.796  001.693  001.711  001.801  000.000
22:42:31   51  001.810  001.799  001.696  001.714  001.801  000.000
22:42:33   52  001.810  001.801  001.698  001.716  001.802  000.000
22:42:35   53  001.810  001.802  001.700  001.719  001.803  000.000
22:42:37   54  001.809  001.802  001.701  001.719  001.803  000.000
22:42:39   55  001.809  001.803  001.702  001.721  001.804  000.000
22:42:41   56  001.808  001.803  001.702  001.722  001.804  000.000
22:42:43   57  001.808  001.803  001.704  001.724  001.805  000.000
22:42:45   58  001.807  001.804  001.705  001.725  001.805  000.000
22:42:47   59  001.806  001.803  001.705  001.726  001.806  000.000
22:42:49   60  001.805  001.804  001.705  001.727  001.806  000.000
22:42:51   61  001.805  001.803  001.706  001.728  001.806  000.000
22:42:53   62  001.804  001.804  001.706  001.728  001.806  000.000
22:42:55   63  001.803  001.803  001.706  001.730  001.806  000.000
22:42:57   64  001.802  001.803  001.706  001.730  001.806  000.000
22:42:59   65  001.802  001.803  001.707  001.731  001.806  000.000
22:43:01   66  001.801  001.803  001.708  001.732  001.807  000.000
22:43:03   67  001.801  001.803  001.708  001.733  001.808  000.000
22:43:05   68  001.800  001.802  001.708  001.733  001.808  000.000
22:43:07   69  001.799  001.802  001.708  001.734  001.807  000.000
22:43:09   70  001.799  001.802  001.708  001.734  001.808  000.000
22:43:11   71  001.798  001.802  001.708  001.734  001.808  000.000
22:43:13   72  001.798  001.802  001.709  001.736  001.808  000.000
22:43:15   73  001.798  001.802  001.709  001.736  001.809  000.000
22:43:17   74  001.797  001.801  001.709  001.736  001.809  000.000
22:43:19   75  001.796  001.801  001.708  001.736  001.809  000.000
22:43:21   76  001.796  001.801  001.708  001.736  001.809  000.000
22:43:23   77  001.796  001.801  001.708  001.737  001.809  000.000
22:43:25   78  001.795  001.800  001.708  001.737  001.809  000.000
22:43:27   79  001.795  001.801  001.709  001.738  001.810  000.000
22:43:29   80  001.795  001.801  001.709  001.738  001.810  000.000
22:43:31   81  001.795  001.800  001.709  001.738  001.810  000.000
22:43:33   82  001.793  001.799  001.708  001.738  001.810  000.000
22:43:35   83  001.794  001.800  001.709  001.739  001.811  000.000
22:43:37   84  001.793  001.799  001.709  001.740  001.811  000.000
22:43:39   85  001.793  001.799  001.709  001.740  001.811  000.000
22:43:41   86  001.793  001.799  001.709  001.740  001.811  000.000
22:43:43   87  001.792  001.799  001.710  001.740  001.811  000.000
22:43:45   88  001.792  001.799  001.709  001.740  001.811  000.000
22:43:47   89  001.792  001.799  001.710  001.740  001.811  000.000
22:43:49   90  001.792  001.799  001.711  001.741  001.811  000.000
22:43:51   91  001.791  001.799  001.711  001.742  001.811  000.000
22:43:53   92  001.790  001.798  001.711  001.741  001.811  000.000
22:43:55   93  001.790  001.798  001.711  001.741  001.811  000.000
22:43:57   94  001.790  001.798  001.710  001.741  001.811  000.000
22:43:59   95  001.790  001.798  001.710  001.741  001.811  000.000
22:44:01   96  001.789  001.797  001.711  001.742  001.811  000.000
22:44:03   97  001.790  001.797  001.711  001.743  001.812  000.000
22:44:05   98  001.789  001.797  001.711  001.743  001.812  000.000
22:44:07   99  001.790  001.797  001.712  001.743  001.812  000.000
22:44:09  100  001.790  001.798  001.712  001.743  001.812  000.000
22:44:11  101  001.789  001.797  001.711  001.743  001.811  000.000
22:44:13  102  001.789  001.797  001.712  001.743  001.812  000.000
22:44:15  103  001.789  001.797  001.712  001.743  001.812  000.000
22:44:17  104  001.789  001.796  001.711  001.743  001.812  000.000
22:44:19  105  001.789  001.797  001.712  001.744  001.813  000.000
22:44:21  106  001.789  001.797  001.712  001.744  001.813  000.000
22:44:23  107  001.789  001.797  001.712  001.744  001.812  000.000
22:44:25  108  001.788  001.797  001.713  001.744  001.812  000.000
22:44:27  109  001.788  001.797  001.712  001.744  001.812  000.000
22:44:29  110  001.787  001.796  001.712  001.745  001.813  000.000
22:44:31  111  001.787  001.796  001.713  001.746  001.813  000.000
22:44:33  112  001.787  001.796  001.713  001.746  001.813  000.000
22:44:35  113  001.787  001.796  001.713  001.746  001.813  000.000
22:44:37  114  001.787  001.796  001.712  001.745  001.812  000.000
22:44:39  115  001.787  001.796  001.714  001.746  001.813  000.000
22:44:41  116  001.787  001.796  001.713  001.746  001.813  000.000
22:44:43  117  001.787  001.796  001.714  001.746  001.814  000.000
22:44:45  118  001.787  001.796  001.713  001.747  001.814  000.000
22:44:47  119  001.787  001.796  001.713  001.746  001.814  000.000
22:44:49  120  001.787  001.796  001.714  001.746  001.813  000.000
22:44:51  121  001.787  001.796  001.714  001.746  001.813  000.000
22:44:53  122  001.787  001.796  001.714  001.747  001.814  000.000
22:44:55  123  001.786  001.796  001.714  001.747  001.814  000.000
22:44:57  124  001.787  001.796  001.714  001.747  001.814  000.000
22:44:59  125  001.786  001.796  001.714  001.747  001.814  000.000
22:45:01  126  001.786  001.795  001.714  001.747  001.814  000.000
22:45:03  127  001.786  001.796  001.714  001.748  001.814  000.000
22:45:05  128  001.786  001.796  001.715  001.748  001.814  000.000
22:45:07  129  001.786  001.796  001.714  001.749  001.814  000.000
22:45:09  130  001.786  001.795  001.715  001.749  001.814  000.000
22:45:11  131  001.786  001.796  001.715  001.749  001.815  000.000
22:45:13  132  001.786  001.795  001.714  001.749  001.815  000.000
22:45:15  133  001.786  001.796  001.715  001.749  001.815  000.000
22:45:17  134  001.786  001.796  001.715  001.749  001.815  000.000
22:45:19  135  001.786  001.795  001.715  001.749  001.815  000.000
22:45:21  136  001.786  001.796  001.715  001.750  001.815  000.000
22:45:23  137  001.786  001.796  001.715  001.750  001.815  000.000
22:45:25  138  001.786  001.796  001.716  001.750  001.816  000.000
22:45:27  139  001.785  001.796  001.716  001.750  001.816  000.000
22:45:29  140  001.786  001.796  001.716  001.750  001.816  000.000
22:45:31  141  001.786  001.796  001.716  001.750  001.815  000.000
22:45:33  142  001.785  001.795  001.715  001.750  001.816  000.000
22:45:35  143  001.786  001.796  001.716  001.751  001.816  000.000
22:45:37  144  001.785  001.795  001.715  001.750  001.817  000.000
22:45:39  145  001.785  001.795  001.715  001.750  001.817  000.000
22:45:41  146  001.785  001.795  001.715  001.751  001.816  000.000
22:45:43  147  001.785  001.795  001.716  001.751  001.815  000.000
22:45:45  148  001.784  001.795  001.715  001.750  001.815  000.000
22:45:47  149  001.784  001.795  001.715  001.751  001.816  000.000
22:45:49  150  001.784  001.795  001.716  001.752  001.817  000.000
22:45:51  151  001.784  001.795  001.716  001.752  001.817  000.000
22:45:53  152  001.784  001.795  001.715  001.752  001.817  000.000
22:45:55  153  001.785  001.795  001.715  001.751  001.816  000.000
22:45:57  154  001.784  001.795  001.715  001.752  001.816  000.000
22:45:59  155  001.785  001.795  001.716  001.752  001.816  000.000
22:46:01  156  001.785  001.795  001.716  001.753  001.817  000.000
22:46:03  157  001.784  001.795  001.716  001.753  001.817  000.000
22:46:05  158  001.784  001.795  001.716  001.752  001.816  000.000
22:46:07  159  001.784  001.795  001.715  001.752  001.817  000.000
22:46:09  160  001.784  001.795  001.716  001.753  001.817  000.000
22:46:11  161  001.784  001.795  001.716  001.753  001.817  000.000
22:46:13  162  001.784  001.795  001.716  001.753  001.817  000.000
22:46:15  163  001.785  001.795  001.716  001.753  001.818  000.000
22:46:17  164  001.785  001.795  001.716  001.753  001.817  000.000
22:46:19  165  001.784  001.795  001.716  001.752  001.817  000.000
22:46:21  166  001.784  001.794  001.716  001.753  001.817  000.000
22:46:23  167  001.784  001.795  001.716  001.753  001.817  000.000
22:46:25  168  001.784  001.795  001.716  001.753  001.818  000.000
22:46:27  169  001.784  001.795  001.716  001.753  001.817  000.000
22:46:29  170  001.784  001.795  001.716  001.753  001.817  000.000
22:46:31  171  001.784  001.795  001.716  001.753  001.817  000.000
22:46:33  172  001.783  001.794  001.716  001.753  001.817  000.000
22:46:35  173  001.784  001.794  001.715  001.753  001.817  000.000
22:46:37  174  001.784  001.794  001.716  001.753  001.818  000.000
22:46:39  175  001.784  001.795  001.716  001.753  001.817  000.000
22:46:41  176  001.783  001.793  001.715  001.753  001.817  000.000
22:46:43  177  001.784  001.794  001.716  001.754  001.817  000.000
22:46:45  178  001.784  001.794  001.716  001.754  001.817  000.000
22:46:47  179  001.783  001.794  001.716  001.753  001.816  000.000
22:46:49  180  001.783  001.794  001.716  001.753  001.816  000.000
22:46:51  181  001.783  001.794  001.717  001.754  001.816  000.000
22:46:53  182  001.783  001.793  001.717  001.754  001.817  000.000
22:46:55  183  001.783  001.794  001.717  001.754  001.817  000.000
22:46:57  184  001.784  001.794  001.716  001.754  001.817  000.000
22:46:59  185  001.783  001.794  001.716  001.754  001.817  000.000
22:47:01  186  001.783  001.794  001.716  001.755  001.817  000.000
22:47:03  187  001.783  001.794  001.716  001.754  001.818  000.000
22:47:05  188  001.783  001.794  001.716  001.754  001.818  000.000
22:47:07  189  001.783  001.793  001.715  001.754  001.818  000.000
22:47:09  190  001.783  001.793  001.716  001.755  001.817  000.000
22:47:11  191  001.783  001.793  001.715  001.754  001.817  000.000
22:47:13  192  001.782  001.793  001.715  001.754  001.818  000.000
22:47:15  193  001.783  001.793  001.716  001.755  001.817  000.000
